0.094655 0.048373
0.086172 0.051028
0.073407 0.056306
0.065687 0.052817
0.058009 0.039223
0.055652 0.038326
0.059585 0.017510
0.058120 0.009027
0.067453 -0.004565
0.066512 -0.014029
0.065260 -0.022528
0.062830 -0.025212
0.054083 -0.032838
0.051795 -0.038653
0.042842 -0.067108
0.039465 -0.086877
0.018100 -0.124910
0.006067 -0.150252
-0.025567 -0.180900
-0.036495 -0.201423
-0.067453 -0.235125
-0.066758 -0.259305
-0.081866 -0.288661
-0.075646 -0.322475
-0.091978 -0.357888
-0.087140 -0.381955
-0.097805 -0.395847
-0.096756 -0.407319
-0.103028 -0.409663
-0.100307 -0.416918
-0.107855 -0.409476
-0.096402 -0.400462
-0.084988 -0.372043
-0.065591 -0.356865
-0.056467 -0.312431
-0.073903 -0.270966
-0.101800 -0.236207
-0.137672 -0.193854
-0.146006 -0.140406
-0.158345 -0.119289
-0.157148 -0.077814
-0.162129 -0.052594
-0.165168 -0.019449
-0.168065 -0.008627
-0.168074 0.020217
-0.169638 0.035971
-0.157255 0.050014
-0.157737 0.056681
-0.149675 0.056215
-0.147732 0.056281
-0.132516 0.040128
-0.137229 0.041437
-0.111307 0.016197
-0.115711 0.025604
-0.100663 0.014443
-0.100080 0.018711
-0.100373 0.010515
-0.101131 0.010522
-0.113779 0.002924
-0.122536 -0.001127
-0.129210 -0.013810
-0.138983 -0.011786
-0.123124 -0.039251
-0.132795 -0.045548
-0.099156 -0.084547
-0.114850 -0.083959
-0.070801 -0.121002
-0.077640 -0.133018
-0.037642 -0.152748
-0.038120 -0.156461
-0.015864 -0.174787
-0.015877 -0.179315
0.024872 -0.190131
0.025029 -0.201415
0.058676 -0.212805
0.060930 -0.215779
0.071113 -0.223528
0.063014 -0.218984
0.048100 -0.203938
0.033415 -0.182371
0.009711 -0.155087
0.004214 -0.146216
-0.004687 -0.132473
0.003597 -0.127254
0.007404 -0.127440
0.016176 -0.122942
0.012805 -0.116292
0.014544 -0.107021
0.010494 -0.095046
0.013109 -0.085214
0.019448 -0.084848
0.031502 -0.092593
0.052467 -0.108073
0.074411 -0.125315
0.103979 -0.141912
0.123231 -0.151593
0.142426 -0.155464
0.151793 -0.157299
0.158856 -0.149930
0.172683 -0.159800
0.183996 -0.163643
0.189395 -0.172264
0.186803 -0.177789
0.188791 -0.186128
0.174162 -0.180941
0.164456 -0.173382
0.131853 -0.148362
0.096653 -0.119447
0.067083 -0.094262
0.059043 -0.089497
0.045985 -0.073730
0.051100 -0.083658
0.044772 -0.060606
0.057288 -0.081529
0.059937 -0.075541
0.064420 -0.082241
0.075880 -0.077365
0.081173 -0.089161
0.087821 -0.082139
0.091366 -0.109595
0.082769 -0.088477
0.085826 -0.114069
0.081744 -0.108585
0.085040 -0.116786
0.087373 -0.103277
0.093586 -0.104496
0.096403 -0.084062
0.099125 -0.087979
0.098244 -0.061529
0.105813 -0.079326
0.096911 -0.033642
0.105584 -0.042003
0.091075 -0.001045
0.097933 -0.014187
0.089667 0.007083
0.089111 0.016980
0.085404 0.032005
0.087072 0.028219
0.077582 0.049011
0.078633 0.042880
0.072799 0.052227
0.070958 0.052200
0.069481 0.055299
0.068852 0.053605
0.065287 0.059593
0.066054 0.057510
0.066970 0.061812
0.076045 0.055356
0.078406 0.056138
0.090217 0.048279
0.096207 0.043575
0.104020 0.038052
0.108545 0.028743
0.117105 0.022201
0.125860 0.012527
0.128731 0.011310
0.138847 0.003676
0.139767 -0.002466
0.088823 0.054425
0.071919 0.055537
0.068808 0.054037
0.104432 0.051094
0.063649 0.040822
0.060825 0.032915
0.067321 0.018795
0.065323 0.011255
0.071835 -0.004087
0.071630 -0.007247
0.067470 -0.011716
0.064696 -0.014188
0.054836 -0.024330
0.048930 -0.039287
0.042473 -0.063359
0.036543 -0.086353
0.014316 -0.122521
0.000785 -0.145252
-0.033802 -0.173574
-0.046014 -0.191334
-0.081424 -0.220770
-0.082788 -0.244617
-0.098937 -0.272591
-0.093739 -0.305753
-0.106916 -0.338126
-0.097703 -0.360074
-0.110331 -0.374239
-0.110223 -0.382910
-0.114823 -0.386957
-0.113395 -0.390093
-0.118802 -0.387490
-0.118633 -0.391396
-0.104250 -0.358072
-0.075940 -0.343732
-0.064429 -0.295601
-0.059591 -0.266635
-0.082849 -0.219079
-0.096870 -0.210503
-0.127211 -0.126396
-0.146854 -0.097692
-0.149291 -0.056476
-0.152115 -0.050872
-0.153220 -0.015086
-0.160140 0.004716
-0.154886 0.026683
-0.156627 0.031994
-0.144060 0.041718
-0.141759 0.047577
-0.124500 0.038369
-0.126656 0.039618
-0.109947 0.018976
-0.107574 0.012344
-0.095183 -0.006577
-0.096536 -0.003186
-0.090685 -0.009222
-0.095153 0.001773
-0.097907 -0.003729
-0.101048 -0.000264
-0.108143 -0.003740
-0.117536 -0.004982
-0.108499 -0.024573
-0.120388 -0.021837
-0.090876 -0.054612
-0.100223 -0.065057
-0.062586 -0.098780
-0.064210 -0.103110
-0.036366 -0.126814
-0.030160 -0.136169
-0.006159 -0.143147
-0.010106 -0.151106
0.028495 -0.153148
0.017376 -0.169424
0.060272 -0.183885
0.066441 -0.198396
0.074490 -0.202356
0.075281 -0.214663
0.077394 -0.223164
0.067249 -0.222899
0.045043 -0.210307
0.037754 -0.200368
0.005300 -0.169016
-0.001585 -0.157704
-0.014348 -0.140220
-0.009716 -0.132418
-0.004373 -0.132858
0.004865 -0.128374
0.004815 -0.121676
0.007808 -0.111398
0.005435 -0.096811
0.007961 -0.088304
0.009916 -0.078968
0.028098 -0.087356
0.050370 -0.101351
0.060494 -0.109765
0.089967 -0.127507
0.110159 -0.142442
0.131834 -0.146625
0.151573 -0.150424
0.154755 -0.142292
0.166360 -0.144801
0.167838 -0.137588
0.180029 -0.153529
0.174913 -0.154303
0.176881 -0.172476
0.155844 -0.156629
0.159297 -0.168162
0.119261 -0.140263
0.110920 -0.133608
0.070626 -0.099712
0.050638 -0.074762
0.036405 -0.052659
0.035202 -0.050775
0.028013 -0.030328
0.040233 -0.048825
0.039816 -0.033931
0.055667 -0.047865
0.061690 -0.041166
0.069989 -0.049072
0.069526 -0.047229
0.073749 -0.058463
0.063895 -0.053169
0.067059 -0.065148
0.060779 -0.054564
0.072215 -0.079304
0.063930 -0.047992
0.080252 -0.065521
0.079624 -0.042971
0.086238 -0.049828
0.079553 -0.020962
0.083436 -0.015831
0.079900 0.009681
0.083157 0.007160
0.075544 0.026717
0.083416 0.013409
0.081132 0.036687
0.081028 0.038134
0.083079 0.046184
0.079011 0.049583
0.080507 0.049259
0.075900 0.053828
0.079322 0.049569
0.072994 0.056833
0.075667 0.054317
0.068339 0.061093
0.069101 0.057417
0.065587 0.060705
0.065120 0.059767
0.067016 0.061377
0.070768 0.055379
0.078455 0.052225
0.085542 0.041164
0.089348 0.039040
0.097126 0.026376
0.106946 0.020644
0.110227 0.016346
0.122145 0.007663
0.176392 0.025794
0.276840 0.084402
0.095513 0.054983
0.075225 0.054756
0.070014 0.050310
0.070159 0.041045
0.067310 0.033744
0.138564 0.107904
0.074265 0.014885
0.071468 0.014116
0.075941 0.002193
0.075520 -0.000201
0.069473 -0.001954
0.063373 -0.008456
0.057382 -0.017143
0.050919 -0.031159
0.044474 -0.059462
0.035189 -0.085566
0.012211 -0.119087
-0.002628 -0.139005
-0.046311 -0.172122
-0.053956 -0.180411
-0.093614 -0.205120
-0.097299 -0.228250
-0.113313 -0.252992
-0.109714 -0.285038
-0.117533 -0.306675
-0.111712 -0.337655
-0.119666 -0.351628
-0.119850 -0.357682
-0.124030 -0.364288
-0.123668 -0.367101
-0.129022 -0.363594
-0.128299 -0.368592
-0.127017 -0.353150
-0.104142 -0.347822
-0.081222 -0.290987
-0.067762 -0.267117
-0.062442 -0.199376
-0.077120 -0.190819
-0.098690 -0.145274
-0.123980 -0.113806
-0.129733 -0.064198
-0.138599 -0.036089
-0.136381 -0.009491
-0.145806 0.000804
-0.130528 0.010382
-0.135731 0.024568
-0.126534 0.024801
-0.121817 0.027460
-0.101887 0.014204
-0.106469 0.019643
-0.080202 -0.011804
-0.089635 -0.007594
-0.080417 -0.021664
-0.083339 -0.019918
-0.079049 -0.023665
-0.084043 -0.017785
-0.083095 -0.015810
-0.089929 -0.011469
-0.083567 -0.018481
-0.088519 -0.021473
-0.069847 -0.043389
-0.073964 -0.045171
-0.049886 -0.071689
-0.048546 -0.083202
-0.025320 -0.100370
-0.031895 -0.108997
-0.005802 -0.114413
-0.007817 -0.121220
0.034546 -0.117150
0.024884 -0.133270
0.066155 -0.136015
0.069809 -0.151936
0.092038 -0.167650
0.090119 -0.175881
0.099969 -0.187656
0.086157 -0.207125
0.086111 -0.209235
0.073979 -0.218925
0.047925 -0.212515
0.038602 -0.208273
0.002762 -0.179544
-0.012168 -0.159869
-0.020329 -0.148941
-0.018404 -0.139068
-0.011961 -0.139150
-0.003694 -0.134175
-0.000844 -0.125656
0.002329 -0.114277
0.001735 -0.097118
0.003678 -0.085917
0.006860 -0.075088
0.008634 -0.074243
0.038339 -0.088742
0.048399 -0.096172
0.086221 -0.117015
0.100837 -0.130392
0.126994 -0.134838
0.138096 -0.139977
0.153089 -0.132789
0.154111 -0.130468
0.155293 -0.119363
0.162285 -0.126865
0.155844 -0.127413
0.158383 -0.135187
0.141777 -0.133781
0.146082 -0.149196
0.112464 -0.132981
0.092934 -0.122536
0.062082 -0.096833
0.054097 -0.083740
0.040663 -0.066250
0.032953 -0.045046
0.030905 -0.039196
0.031204 -0.031289
0.033374 -0.026639
0.037865 -0.026570
0.037087 -0.020667
0.050060 -0.027663
0.043452 -0.023601
0.048703 -0.028641
0.041229 -0.025088
0.047206 -0.032044
0.040642 -0.024240
0.055080 -0.036534
0.048297 -0.011889
0.059663 -0.025591
0.053462 -0.000661
0.064250 -0.010901
0.065491 0.008809
0.070578 0.012685
0.077489 0.021466
0.074537 0.027336
0.086433 0.027215
0.085434 0.030279
0.093028 0.032100
0.091345 0.034518
0.094631 0.029884
0.090245 0.036376
0.088721 0.033125
0.085573 0.037416
0.083308 0.040407
0.082386 0.043350
0.081476 0.044027
0.075842 0.048215
0.070983 0.049648
0.068197 0.051692
0.060448 0.050670
0.061201 0.052371
0.054322 0.048801
0.066955 0.046746
0.066986 0.037204
0.077008 0.035563
0.082725 0.028275
0.091529 0.025168
0.097270 0.015020
0.110018 0.006629
0.151774 0.018593
0.218483 0.058096
0.154881 0.134076
0.109366 0.072575
0.073697 0.051110
0.077065 0.039804
0.075211 0.033042
0.081422 0.016531
0.079465 0.010418
0.014244 0.177257
0.152539 0.117792
0.078546 0.009757
0.074913 0.005698
0.071551 0.006909
0.066339 -0.000243
0.061005 -0.010227
0.054122 -0.028340
0.047400 -0.054391
0.035227 -0.081594
-0.000503 -0.124411
-0.016748 -0.143737
-0.051890 -0.161860
-0.071815 -0.178265
-0.098783 -0.186545
-0.107977 -0.210631
-0.122599 -0.231957
-0.121349 -0.261604
-0.126315 -0.282759
-0.122353 -0.311780
-0.125855 -0.321307
-0.124193 -0.334947
-0.127959 -0.333380
-0.130700 -0.344945
-0.136498 -0.337068
-0.136140 -0.344615
-0.138665 -0.330621
-0.125338 -0.332418
-0.116142 -0.305255
-0.100930 -0.294843
-0.070695 -0.243186
-0.053342 -0.182395
-0.060392 -0.160248
-0.091093 -0.112450
-0.082995 -0.083642
-0.113555 -0.050674
-0.108817 -0.027722
-0.113643 -0.018512
-0.099739 -0.001579
-0.114951 0.008844
-0.098258 0.005286
-0.101205 0.008528
-0.081446 -0.002972
-0.076070 -0.007045
-0.065506 -0.015222
-0.070925 -0.018131
-0.053167 -0.026831
-0.064795 -0.028405
-0.048386 -0.028847
-0.065726 -0.026977
-0.047729 -0.028680
-0.064261 -0.024534
-0.034593 -0.037814
-0.050093 -0.039693
-0.008930 -0.062377
-0.031030 -0.061866
0.009005 -0.079307
-0.015148 -0.081662
0.022103 -0.086791
0.005684 -0.097942
0.044790 -0.096756
0.043202 -0.099607
0.072913 -0.103893
0.075287 -0.113744
0.098304 -0.122757
0.096257 -0.130897
0.116246 -0.143974
0.113471 -0.160021
0.112525 -0.170651
0.101783 -0.188306
0.086383 -0.206665
0.083221 -0.209549
0.050228 -0.208705
0.029426 -0.201075
-0.000911 -0.180415
-0.017161 -0.166049
-0.026159 -0.153306
-0.023855 -0.146871
-0.016739 -0.142059
-0.008543 -0.139758
-0.003428 -0.125194
-0.001473 -0.120434
0.000756 -0.094672
0.000579 -0.088477
0.006696 -0.071604
0.009021 -0.070672
0.035082 -0.080318
0.047210 -0.089070
0.077489 -0.105483
0.091285 -0.116963
0.122739 -0.122973
0.131166 -0.125592
0.142824 -0.120044
0.149300 -0.119212
0.144202 -0.103028
0.149412 -0.110007
0.137647 -0.097824
0.136338 -0.107582
0.126324 -0.106909
0.118401 -0.121729
0.088815 -0.105799
0.085877 -0.117168
0.060075 -0.096761
0.056776 -0.094322
0.034872 -0.070255
0.033924 -0.058856
0.025259 -0.050702
0.026928 -0.040127
0.022441 -0.029463
0.024618 -0.025212
0.017844 -0.016575
0.026636 -0.013860
0.015244 -0.010740
0.022820 -0.011776
0.019813 -0.013365
0.024304 -0.014503
0.027556 -0.015041
0.034345 -0.013007
0.045318 -0.011249
0.046986 -0.006018
0.062684 -0.006679
0.062532 -0.003027
0.087360 -0.003930
0.085846 0.003191
0.104289 -0.004805
0.092708 0.011784
0.109606 -0.001405
0.101458 0.014356
0.107344 0.007504
0.103333 0.012985
0.097512 0.020762
0.095713 0.022268
0.088484 0.037293
0.083848 0.037171
0.070960 0.058484
0.077443 0.045998
0.064598 0.056549
0.067792 0.052213
0.044428 0.058875
0.052742 0.050470
0.032239 0.051867
0.046060 0.047981
0.033767 0.048970
0.047901 0.046646
0.044016 0.045033
0.063894 0.037648
0.113444 0.003557
0.079067 0.026062
0.146220 -0.009962
0.187037 -0.010613
0.157568 -0.007227
0.188840 0.041277
0.189261 0.122771
0.186630 0.091508
0.114244 0.051540
0.110036 0.042995
0.078294 0.024116
0.093395 0.018208
0.076335 0.015981
0.107659 0.007347
0.092087 0.018877
0.110082 0.126297
0.149435 0.115768
0.079223 0.146335
0.131926 0.006246
0.103820 0.018741
0.141669 0.006834
0.111575 -0.010720
0.149541 -0.035371
0.149206 -0.102519
0.147249 -0.148326
0.118484 -0.315580
0.047091 -0.310662
-0.080622 -0.485086
-0.068559 -0.279360
-0.159268 -0.447592
-0.162788 -0.334830
-0.296154 -0.517281
-0.201654 -0.362712
-0.357749 -0.578310
-0.243137 -0.412376
-0.416606 -0.584717
-0.280975 -0.399754
-0.428271 -0.493225
-0.294310 -0.362979
-0.418720 -0.443855
-0.323609 -0.363522
-0.447616 -0.439662
-0.346939 -0.349722
-0.464924 -0.388359
-0.356664 -0.311465
-0.383756 -0.298931
-0.305660 -0.266268
-0.364883 -0.277066
-0.283390 -0.227138
-0.331526 -0.180024
-0.240867 -0.165014
-0.299305 -0.160640
-0.258160 -0.169044
-0.325393 -0.157244
-0.255568 -0.135064
-0.322129 -0.100071
-0.208183 -0.107042
-0.298790 -0.130820
-0.173601 -0.128824
-0.234037 -0.119902
-0.141581 -0.093413
-0.194454 -0.060446
-0.083402 -0.070625
-0.132742 -0.131969
-0.084332 -0.146757
-0.160021 -0.160775
-0.055365 -0.146188
-0.136311 -0.215229
-0.043901 -0.172022
-0.126549 -0.233061
-0.036093 -0.145155
-0.087350 -0.168478
-0.014985 -0.125971
-0.039132 -0.132695
0.004709 -0.123090
-0.001998 -0.127612
0.025920 -0.158258
0.023930 -0.189517
0.038821 -0.182826
0.009910 -0.192497
0.020950 -0.161108
0.015491 -0.109679
0.014153 -0.129775
0.031878 -0.084938
0.011814 -0.135255
0.025041 -0.133984
-0.010065 -0.198674
0.000085 -0.201759
-0.038159 -0.196624
-0.041227 -0.132504
-0.066922 -0.103385
-0.073599 -0.065859
-0.085316 -0.041581
-0.019853 -0.048653
-0.032300 -0.109026
0.002121 -0.059636
-0.034998 -0.079072
-0.016008 -0.030793
-0.025762 -0.054720
0.019052 -0.067942
0.019732 -0.151584
0.031282 -0.212138
0.048234 -0.215326
0.054494 -0.248845
0.033210 -0.155165
0.027049 -0.135879
0.028220 -0.124129
0.001513 -0.087936
0.009347 -0.104042
0.046487 -0.065725
0.070808 -0.179383
0.088663 -0.155685
0.108213 -0.203523
0.131183 -0.190728
0.129896 -0.196248
0.151338 -0.186017
0.128042 -0.165722
0.102015 -0.159209
0.094455 -0.139601
0.081216 -0.119366
0.080452 -0.135716
0.071006 -0.111974
0.076645 -0.151204
0.078149 -0.143724
0.082692 -0.163005
0.065345 -0.129156
0.030869 -0.119936
-0.006197 -0.070714
-0.004435 -0.084172
-0.011172 -0.046728
0.002398 -0.081447
0.011724 -0.045035
0.037518 -0.102222
0.053571 -0.065241
0.085380 -0.132034
0.108522 -0.097748
0.124516 -0.112141
0.149640 -0.150230
0.153409 -0.121987
0.171411 -0.150974
0.172813 -0.120899
0.184108 -0.138824
0.184528 -0.109106
0.187570 -0.111020
0.184697 -0.086779
0.173692 -0.080077
0.173360 -0.059091
0.157087 -0.049586
0.163540 -0.032666
0.136080 -0.016767
0.149851 -0.014737
0.118164 0.002669
0.137573 -0.013125
0.105350 -0.004704
0.133472 -0.015826
0.091557 -0.015529
0.115502 -0.020515
0.098092 -0.016915
0.118001 -0.017629
0.100400 -0.012171
0.123320 -0.006214
0.146349 -0.003560
